seq_id,organism,genus,evalue,score,bias,description
CAJ1024594.1,Leishmania shawi,Leishmania,0.00044,16,0.1,"Actin, putative [Leishmania shawi]"
CAJ1042673.1,Leishmania shawi,Leishmania,0.00044,16,0.1,"Actin, putative [Leishmania shawi]"
KAL0505267.1,Leishmania shawi,Leishmania,0.00044,16,0.1,putative Actin [Leishmania shawi]
KAL0525495.1,Leishmania shawi,Leishmania,0.00044,16,0.1,putative Actin [Leishmania shawi]
CAJ1031219.1,Leishmania shawi,Leishmania,0.0037,12.9,0,"Actin, putative [Leishmania shawi]"
KAL0500310.1,Leishmania shawi,Leishmania,0.0037,12.9,0,putative Actin [Leishmania shawi]
KAL0521816.1,Leishmania shawi,Leishmania,0.0037,12.9,0,putative Actin [Leishmania shawi]
QNG40023.1,Leishmania sp.,Leishmania,3.00E-92,306.4,0,actin [Leishmania sp.]
KAG5509316.1,Leishmania sp. Ghana 2012 LV757,Leishmania,2.50E-97,323.2,0,hypothetical protein GH5_06405 [Leishmania sp. Ghana 2012 LV757]
KAG5512263.1,Leishmania sp. Ghana 2012 LV757,Leishmania,1.10E-92,307.8,0.1,hypothetical protein GH5_07749 [Leishmania sp. Ghana 2012 LV757]
KAG5509986.1,Leishmania sp. Ghana 2012 LV757,Leishmania,1.10E-51,172.8,0,hypothetical protein GH5_07834 [Leishmania sp. Ghana 2012 LV757]
KAG5489491.1,Leishmania sp. Ghana 2012 LV757,Leishmania,7.40E-33,110.8,0,hypothetical protein GH5_00364 [Leishmania sp. Ghana 2012 LV757]
KAG5507361.1,Leishmania sp. Ghana 2012 LV757,Leishmania,7.60E-31,104.1,0,hypothetical protein GH5_07457 [Leishmania sp. Ghana 2012 LV757]
KAG5509310.1,Leishmania sp. Ghana 2012 LV757,Leishmania,2.20E-22,76.3,0,hypothetical protein GH5_06399 [Leishmania sp. Ghana 2012 LV757]
KAG5491953.1,Leishmania sp. Ghana 2012 LV757,Leishmania,1.70E-19,66.8,0,hypothetical protein GH5_00849 [Leishmania sp. Ghana 2012 LV757]
KAG5506024.1,Leishmania sp. Ghana 2012 LV757,Leishmania,0.00086,15,0,hypothetical protein GH5_05704 [Leishmania sp. Ghana 2012 LV757]
KAG5499139.1,Leishmania sp. Ghana 2012 LV757,Leishmania,0.012,11.2,0,hypothetical protein GH5_03845 [Leishmania sp. Ghana 2012 LV757]
KAG5504658.1,Leishmania sp. Namibia,Leishmania,4.50E-98,325.6,0,hypothetical protein JIQ42_06499 [Leishmania sp. Namibia]
KAG5507962.1,Leishmania sp. Namibia,Leishmania,1.10E-92,307.8,0.1,hypothetical protein JIQ42_07256 [Leishmania sp. Namibia]
KAG5505290.1,Leishmania sp. Namibia,Leishmania,1.00E-51,172.9,0,hypothetical protein JIQ42_07497 [Leishmania sp. Namibia]
KAG5488745.1,Leishmania sp. Namibia,Leishmania,3.10E-34,115.3,0,hypothetical protein JIQ42_00362 [Leishmania sp. Namibia]
KAG5503095.1,Leishmania sp. Namibia,Leishmania,1.90E-32,109.4,0,hypothetical protein JIQ42_07058 [Leishmania sp. Namibia]
KAG5504652.1,Leishmania sp. Namibia,Leishmania,8.10E-23,77.7,0,hypothetical protein JIQ42_06493 [Leishmania sp. Namibia]
KAG5490955.1,Leishmania sp. Namibia,Leishmania,6.20E-19,64.9,0,hypothetical protein JIQ42_00841 [Leishmania sp. Namibia]
KAG5491803.1,Leishmania sp. Namibia,Leishmania,5.10E-07,25.6,0.1,hypothetical protein JIQ42_01711 [Leishmania sp. Namibia]
KAG5502355.1,Leishmania sp. Namibia,Leishmania,0.0012,14.5,0,hypothetical protein JIQ42_05232 [Leishmania sp. Namibia]
KAG5497464.1,Leishmania sp. Namibia,Leishmania,0.012,11.2,0,hypothetical protein JIQ42_03950 [Leishmania sp. Namibia]
ACS74730.1,Leishmania tropica,Leishmania,1.60E-91,304,0,actin [Leishmania tropica]
ACS74729.1,Leishmania tropica,Leishmania,2.00E-91,303.7,0,actin [Leishmania tropica]
CAJ1020814.1,Leishmania utingensis,Leishmania,1.40E-75,251.5,0,"Actin, putative [Leishmania utingensis]"
CAJ1019665.1,Leishmania utingensis,Leishmania,3.10E-52,174.6,0,"Actin, putative [Leishmania utingensis]"
KAL0511795.1,Leishmania utingensis,Leishmania,3.10E-52,174.6,0,putative Actin [Leishmania utingensis]
CAJ1038198.1,Leishmania utingensis,Leishmania,1.10E-34,116.7,0,"Actin, putative [Leishmania utingensis]"
CAJ1022847.1,Leishmania utingensis,Leishmania,2.90E-32,108.8,0,"Actin, putative [Leishmania utingensis]"
CAJ1020826.1,Leishmania utingensis,Leishmania,1.40E-23,80.2,0,"Actin, putative [Leishmania utingensis]"
CAJ1035993.1,Leishmania utingensis,Leishmania,4.20E-20,68.7,0,"Actin, putative [Leishmania utingensis]"
CAJ1023872.1,Leishmania utingensis,Leishmania,5.60E-08,28.8,0.1,"Actin, putative [Leishmania utingensis]"
CAJ1024840.1,Leishmania utingensis,Leishmania,0.00046,15.9,0,"Actin, putative [Leishmania utingensis]"
CAJ1031217.1,Leishmania utingensis,Leishmania,0.0038,12.9,0,"Actin, putative [Leishmania utingensis]"
KPA75634.1,Leptomonas pyrrhocoris,Leptomonas,2.20E-91,303.6,0,actin [Leptomonas pyrrhocoris]
KPA75635.1,Leptomonas pyrrhocoris,Leptomonas,2.20E-91,303.6,0,actin [Leptomonas pyrrhocoris]
KPA75636.1,Leptomonas pyrrhocoris,Leptomonas,2.20E-91,303.6,0,actin [Leptomonas pyrrhocoris]
KPA75051.1,Leptomonas pyrrhocoris,Leptomonas,4.00E-87,289.6,0,actin-related protein 3 putative arp3 [Leptomonas pyrrhocoris]
KPA76449.1,Leptomonas pyrrhocoris,Leptomonas,1.90E-52,175.3,0,putative actin-like protein [Leptomonas pyrrhocoris]
KPA82889.1,Leptomonas pyrrhocoris,Leptomonas,1.40E-41,139.5,0,putative actin-related protein 2 [Leptomonas pyrrhocoris]
KPA81321.1,Leptomonas pyrrhocoris,Leptomonas,7.90E-34,114,0,putative Actin-like protein [Leptomonas pyrrhocoris]
KPA75058.1,Leptomonas pyrrhocoris,Leptomonas,1.90E-24,83.1,0,putative actin-like protein [Leptomonas pyrrhocoris]
KPA75059.1,Leptomonas pyrrhocoris,Leptomonas,1.90E-24,83.1,0,putative actin-like protein [Leptomonas pyrrhocoris]
KPA85950.1,Leptomonas pyrrhocoris,Leptomonas,2.90E-20,69.3,0,putative Actin-like protein [Leptomonas pyrrhocoris]
KPA82481.1,Leptomonas pyrrhocoris,Leptomonas,1.90E-05,20.5,0,putative actin-like protein [Leptomonas pyrrhocoris]
KPA78130.1,Leptomonas pyrrhocoris,Leptomonas,0.00011,17.9,0,putative mitochondrial actin-like protein [Leptomonas pyrrhocoris]
KPA78131.1,Leptomonas pyrrhocoris,Leptomonas,0.00011,17.9,0,putative mitochondrial actin-like protein [Leptomonas pyrrhocoris]
KPA78132.1,Leptomonas pyrrhocoris,Leptomonas,0.00011,17.9,0,putative mitochondrial actin-like protein [Leptomonas pyrrhocoris]
KPA78133.1,Leptomonas pyrrhocoris,Leptomonas,0.00011,17.9,0,putative mitochondrial actin-like protein [Leptomonas pyrrhocoris]
KAL7698791.1,Lotmaria passim,Lotmaria,1.50E-90,300.8,0,actin [Lotmaria passim]
KAL7704221.1,Lotmaria passim,Lotmaria,1.50E-90,300.8,0,actin [Lotmaria passim]
KAL7704080.1,Lotmaria passim,Lotmaria,9.60E-25,84,0,actin-like protein [Lotmaria passim]
KAL7707854.1,Lotmaria passim,Lotmaria,3.70E-05,19.5,0.1,actin-like protein [Lotmaria passim]
KAL7705620.1,Lotmaria passim,Lotmaria,3.80E-05,19.5,0,actin-like protein [Lotmaria passim]
KAF0973591.1,Naegleria fowleri,Naegleria,7.30E-186,614.8,0,hypothetical protein FDP41_008295 [Naegleria fowleri]
CAG4713263.1,Naegleria fowleri,Naegleria,3.20E-96,319.5,0.3,unnamed protein product [Naegleria fowleri]
KAF0979886.1,Naegleria fowleri,Naegleria,3.20E-96,319.5,0.3,hypothetical protein FDP41_001039 [Naegleria fowleri]
KAF0984296.1,Naegleria fowleri,Naegleria,1.30E-91,304.4,0,hypothetical protein FDP41_007473 [Naegleria fowleri]
KAF0971491.1,Naegleria fowleri,Naegleria,3.20E-91,303,0.1,hypothetical protein FDP41_010223 [Naegleria fowleri]
KAF0971594.1,Naegleria fowleri,Naegleria,3.20E-91,303,0.1,hypothetical protein FDP41_010123 [Naegleria fowleri]
KAF0974898.1,Naegleria fowleri,Naegleria,3.20E-91,303,0.1,hypothetical protein FDP41_006065 [Naegleria fowleri]
KAF0975309.1,Naegleria fowleri,Naegleria,3.20E-91,303,0.1,hypothetical protein FDP41_005680 [Naegleria fowleri]
KAF0975519.1,Naegleria fowleri,Naegleria,3.20E-91,303,0.1,hypothetical protein FDP41_005513 [Naegleria fowleri]
KAF0984350.1,Naegleria fowleri,Naegleria,7.80E-91,301.8,0.1,hypothetical protein FDP41_007527 [Naegleria fowleri]
AAA29382.1,Naegleria fowleri,Naegleria,1.40E-90,300.9,0.1,actin [Naegleria fowleri]
AAA29383.1,Naegleria fowleri,Naegleria,8.40E-80,265.4,0.1,"actin, partial [Naegleria fowleri]"
CAG4709026.1,Naegleria fowleri,Naegleria,2.00E-72,241.1,0.1,unnamed protein product [Naegleria fowleri]
KAF0973921.1,Naegleria fowleri,Naegleria,2.00E-72,241.1,0.1,hypothetical protein FDP41_007308 [Naegleria fowleri]
KAF0983267.1,Naegleria fowleri,Naegleria,3.60E-72,240.3,0,hypothetical protein FDP41_010332 [Naegleria fowleri]
CAG4715313.1,Naegleria fowleri,Naegleria,6.40E-69,229.6,0,unnamed protein product [Naegleria fowleri]
KAF0973270.1,Naegleria fowleri,Naegleria,6.40E-69,229.6,0,hypothetical protein FDP41_008477 [Naegleria fowleri]
KAF0982139.1,Naegleria fowleri,Naegleria,4.00E-68,227,0,hypothetical protein FDP41_012000 [Naegleria fowleri]
CAG4713049.1,Naegleria fowleri,Naegleria,4.90E-66,220.1,0,unnamed protein product [Naegleria fowleri]
KAF0979242.1,Naegleria fowleri,Naegleria,4.90E-66,220.1,0,hypothetical protein FDP41_001585 [Naegleria fowleri]
CAG4710727.1,Naegleria fowleri,Naegleria,7.60E-62,206.3,0,unnamed protein product [Naegleria fowleri]
KAF0979467.1,Naegleria fowleri,Naegleria,7.60E-62,206.3,0,hypothetical protein FDP41_001810 [Naegleria fowleri]
KAF0979852.1,Naegleria fowleri,Naegleria,3.40E-61,204.1,0,hypothetical protein FDP41_001005 [Naegleria fowleri]
KAF0984498.1,Naegleria fowleri,Naegleria,2.00E-59,198.3,0,hypothetical protein FDP41_000397 [Naegleria fowleri]
KAF0971667.1,Naegleria fowleri,Naegleria,2.20E-53,178.4,0.8,hypothetical protein FDP41_009890 [Naegleria fowleri]
KAF0972442.1,Naegleria fowleri,Naegleria,1.80E-49,165.5,0,hypothetical protein FDP41_009345 [Naegleria fowleri]
KAF0976377.1,Naegleria fowleri,Naegleria,2.40E-38,128.8,0,hypothetical protein FDP41_004604 [Naegleria fowleri]
KAF0976631.1,Naegleria fowleri,Naegleria,2.80E-38,128.6,0,hypothetical protein FDP41_004530 [Naegleria fowleri]
KAF0975173.1,Naegleria fowleri,Naegleria,1.70E-35,119.4,0,hypothetical protein FDP41_005926 [Naegleria fowleri]
CAG4717639.1,Naegleria fowleri,Naegleria,8.80E-34,113.8,0.5,unnamed protein product [Naegleria fowleri]
KAF0980011.1,Naegleria fowleri,Naegleria,8.80E-34,113.8,0.5,hypothetical protein FDP41_001164 [Naegleria fowleri]
KAF0975917.1,Naegleria fowleri,Naegleria,2.40E-31,105.8,3.1,hypothetical protein FDP41_005244 [Naegleria fowleri]
CAG4711315.1,Naegleria fowleri,Naegleria,3.80E-31,105.1,0,unnamed protein product [Naegleria fowleri]
KAF0974647.1,Naegleria fowleri,Naegleria,3.80E-31,105.1,0,hypothetical protein FDP41_006121 [Naegleria fowleri]
CAG4709591.1,Naegleria fowleri,Naegleria,4.00E-31,105,0.2,unnamed protein product [Naegleria fowleri]
KAF0982061.1,Naegleria fowleri,Naegleria,4.00E-31,105,0.2,hypothetical protein FDP41_011922 [Naegleria fowleri]
KAF0975926.1,Naegleria fowleri,Naegleria,2.20E-24,82.8,0.1,hypothetical protein FDP41_005253 [Naegleria fowleri]
KAF0973326.1,Naegleria fowleri,Naegleria,6.00E-17,58.4,0.1,hypothetical protein FDP41_008533 [Naegleria fowleri]
KAF0973521.1,Naegleria fowleri,Naegleria,4.10E-14,49,0.2,hypothetical protein FDP41_008225 [Naegleria fowleri]
KAF0976213.1,Naegleria fowleri,Naegleria,1.30E-12,44.1,0.1,hypothetical protein FDP41_004888 [Naegleria fowleri]
CAG4718322.1,Naegleria fowleri,Naegleria,0.0036,12.9,0,unnamed protein product [Naegleria fowleri]
KAF0975125.1,Naegleria fowleri,Naegleria,0.0036,12.9,0,hypothetical protein FDP41_005878 [Naegleria fowleri]
KAF0975721.1,Naegleria fowleri,Naegleria,0.0038,12.9,0,hypothetical protein FDP41_005048 [Naegleria fowleri]
EFC47390.1,Naegleria gruberi,Naegleria,3.10E-182,602.9,0,actin-related protein ARP3 [Naegleria gruberi]
EFC46689.1,Naegleria gruberi,Naegleria,3.80E-91,302.8,0.2,hypothetical protein NAEGRDRAFT_47526 [Naegleria gruberi]
EFC36529.1,Naegleria gruberi,Naegleria,7.60E-91,301.8,0.1,hypothetical protein NAEGRDRAFT_82840 [Naegleria gruberi]
EFC37355.1,Naegleria gruberi,Naegleria,7.60E-91,301.8,0.1,hypothetical protein NAEGRDRAFT_55502 [Naegleria gruberi]
EFC38601.1,Naegleria gruberi,Naegleria,7.60E-91,301.8,0.1,hypothetical protein NAEGRDRAFT_56335 [Naegleria gruberi]
EFC45736.1,Naegleria gruberi,Naegleria,7.60E-91,301.8,0.1,hypothetical protein NAEGRDRAFT_56113 [Naegleria gruberi]
EFC45849.1,Naegleria gruberi,Naegleria,7.60E-91,301.8,0.1,hypothetical protein NAEGRDRAFT_56107 [Naegleria gruberi]
EFC45551.1,Naegleria gruberi,Naegleria,3.90E-89,296.2,0.1,hypothetical protein NAEGRDRAFT_48298 [Naegleria gruberi]
EFC44817.1,Naegleria gruberi,Naegleria,7.40E-89,295.3,0.3,hypothetical protein NAEGRDRAFT_56150 [Naegleria gruberi]
EFC39380.1,Naegleria gruberi,Naegleria,8.30E-89,295.1,0.1,conventional actin [Naegleria gruberi]
EFC43567.1,Naegleria gruberi,Naegleria,1.70E-88,294.1,0.1,hypothetical protein NAEGRDRAFT_49788 [Naegleria gruberi]
AAF37002.1,Naegleria gruberi,Naegleria,3.60E-88,293,0.1,actin [Naegleria gruberi]
EFC37829.1,Naegleria gruberi,Naegleria,5.30E-88,292.4,0.1,hypothetical protein NAEGRDRAFT_55489 [Naegleria gruberi]
EFC42493.1,Naegleria gruberi,Naegleria,9.40E-86,285,0.1,hypothetical protein NAEGRDRAFT_88138 [Naegleria gruberi]
EFC46662.1,Naegleria gruberi,Naegleria,4.00E-85,283,0.1,hypothetical protein NAEGRDRAFT_44432 [Naegleria gruberi]
EFC44574.1,Naegleria gruberi,Naegleria,1.40E-84,281.2,0.1,hypothetical protein NAEGRDRAFT_60612 [Naegleria gruberi]
EFC40304.1,Naegleria gruberi,Naegleria,2.70E-83,276.9,0.1,hypothetical protein NAEGRDRAFT_83258 [Naegleria gruberi]
EFC50604.1,Naegleria gruberi,Naegleria,2.90E-83,276.8,0.1,hypothetical protein NAEGRDRAFT_82392 [Naegleria gruberi]
EFC44728.1,Naegleria gruberi,Naegleria,4.40E-82,272.9,0,hypothetical protein NAEGRDRAFT_33387 [Naegleria gruberi]
EFC40698.1,Naegleria gruberi,Naegleria,5.60E-74,246.2,0,actin-related protein 1 [Naegleria gruberi]
EFC39465.1,Naegleria gruberi,Naegleria,1.20E-72,241.9,0.2,hypothetical protein NAEGRDRAFT_72694 [Naegleria gruberi]
EFC42687.1,Naegleria gruberi,Naegleria,7.10E-70,232.7,0,hypothetical protein NAEGRDRAFT_50292 [Naegleria gruberi]
EFC43968.1,Naegleria gruberi,Naegleria,1.10E-69,232.1,0,hypothetical protein NAEGRDRAFT_33902 [Naegleria gruberi]
EFC49757.1,Naegleria gruberi,Naegleria,5.90E-69,229.7,0,hypothetical protein NAEGRDRAFT_30071 [Naegleria gruberi]
EFC46496.1,Naegleria gruberi,Naegleria,7.00E-66,219.6,0,actin related protein 2 [Naegleria gruberi]
EFC43036.1,Naegleria gruberi,Naegleria,2.00E-65,218.1,0,actin related protein [Naegleria gruberi]
EFC49554.1,Naegleria gruberi,Naegleria,2.60E-65,217.7,0.3,hypothetical protein NAEGRDRAFT_29917 [Naegleria gruberi]
EFC47145.1,Naegleria gruberi,Naegleria,6.70E-63,209.7,0,hypothetical protein NAEGRDRAFT_60433 [Naegleria gruberi]
EFC36130.1,Naegleria gruberi,Naegleria,9.40E-63,209.3,0,hypothetical protein NAEGRDRAFT_44886 [Naegleria gruberi]
EFC38748.1,Naegleria gruberi,Naegleria,1.40E-57,192.2,0.2,hypothetical protein NAEGRDRAFT_73491 [Naegleria gruberi]
EFC48075.1,Naegleria gruberi,Naegleria,1.20E-56,189.1,0.1,hypothetical protein NAEGRDRAFT_44350 [Naegleria gruberi]
EFC35638.1,Naegleria gruberi,Naegleria,1.60E-55,185.5,0.1,hypothetical protein NAEGRDRAFT_54819 [Naegleria gruberi]
EFC35716.1,Naegleria gruberi,Naegleria,1.60E-55,185.5,0.1,predicted protein [Naegleria gruberi]
EFC45593.1,Naegleria gruberi,Naegleria,5.80E-54,180.3,0.4,hypothetical protein NAEGRDRAFT_32902 [Naegleria gruberi]
EFC44039.1,Naegleria gruberi,Naegleria,6.30E-53,176.9,0.2,hypothetical protein NAEGRDRAFT_55286 [Naegleria gruberi]
EFC50487.1,Naegleria gruberi,Naegleria,2.60E-52,174.9,0.1,hypothetical protein NAEGRDRAFT_29502 [Naegleria gruberi]
EFC37569.1,Naegleria gruberi,Naegleria,9.80E-49,163.1,0.4,hypothetical protein NAEGRDRAFT_74761 [Naegleria gruberi]
EFC46109.1,Naegleria gruberi,Naegleria,7.70E-48,160.1,0.3,hypothetical protein NAEGRDRAFT_32634 [Naegleria gruberi]
EFC35479.1,Naegleria gruberi,Naegleria,8.50E-48,160,0.1,hypothetical protein NAEGRDRAFT_54894 [Naegleria gruberi]
EFC41506.1,Naegleria gruberi,Naegleria,7.20E-46,153.6,0,hypothetical protein NAEGRDRAFT_60797 [Naegleria gruberi]
EFC43759.1,Naegleria gruberi,Naegleria,5.70E-45,150.7,0.2,hypothetical protein NAEGRDRAFT_44581 [Naegleria gruberi]
EFC46665.1,Naegleria gruberi,Naegleria,6.00E-44,147.3,0,predicted protein [Naegleria gruberi]
EFC44855.1,Naegleria gruberi,Naegleria,8.20E-43,143.6,0,hypothetical protein NAEGRDRAFT_48860 [Naegleria gruberi]
EFC45629.1,Naegleria gruberi,Naegleria,1.50E-41,139.4,0,hypothetical protein NAEGRDRAFT_88141 [Naegleria gruberi]
EFC35341.1,Naegleria gruberi,Naegleria,2.10E-39,132.4,0,"hypothetical protein NAEGRDRAFT_77005, partial [Naegleria gruberi]"
EFC37747.1,Naegleria gruberi,Naegleria,2.30E-38,128.9,0,hypothetical protein NAEGRDRAFT_53573 [Naegleria gruberi]
EFC45850.1,Naegleria gruberi,Naegleria,1.50E-37,126.3,0,actin-related protein [Naegleria gruberi]
EFC46646.1,Naegleria gruberi,Naegleria,2.10E-34,115.8,0,actin related protein [Naegleria gruberi]
EFC49563.1,Naegleria gruberi,Naegleria,1.80E-33,112.8,0,"hypothetical protein NAEGRDRAFT_30098, partial [Naegleria gruberi]"
EFC46757.1,Naegleria gruberi,Naegleria,4.80E-32,108.1,0,hypothetical protein NAEGRDRAFT_31967 [Naegleria gruberi]
EFC41172.1,Naegleria gruberi,Naegleria,1.90E-20,69.9,0,actin-related protein ARP3 [Naegleria gruberi]
KAG2378925.1,Naegleria lovaniensis,Naegleria,1.80E-185,613.6,0,hypothetical protein C9374_007563 [Naegleria lovaniensis]
KAG2389482.1,Naegleria lovaniensis,Naegleria,9.10E-96,318,0.2,hypothetical protein C9374_014042 [Naegleria lovaniensis]
KAG2386491.1,Naegleria lovaniensis,Naegleria,8.60E-92,304.9,0,hypothetical protein C9374_002235 [Naegleria lovaniensis]
KAG2373214.1,Naegleria lovaniensis,Naegleria,2.50E-91,303.4,0.1,hypothetical protein C9374_012317 [Naegleria lovaniensis]
KAG2381892.1,Naegleria lovaniensis,Naegleria,2.50E-91,303.4,0.1,hypothetical protein C9374_005684 [Naegleria lovaniensis]
KAG2381918.1,Naegleria lovaniensis,Naegleria,2.50E-91,303.4,0.1,hypothetical protein C9374_005710 [Naegleria lovaniensis]
KAG2383356.1,Naegleria lovaniensis,Naegleria,6.00E-87,289,0.1,hypothetical protein C9374_004693 [Naegleria lovaniensis]
KAG2374697.1,Naegleria lovaniensis,Naegleria,5.90E-83,275.8,0.4,hypothetical protein C9374_010441 [Naegleria lovaniensis]
KAG2385491.1,Naegleria lovaniensis,Naegleria,1.40E-77,258.1,0.2,hypothetical protein C9374_003306 [Naegleria lovaniensis]
KAG2388214.1,Naegleria lovaniensis,Naegleria,3.30E-70,233.8,0,hypothetical protein C9374_001064 [Naegleria lovaniensis]
KAG2374360.1,Naegleria lovaniensis,Naegleria,1.80E-68,228.1,0,hypothetical protein C9374_010930 [Naegleria lovaniensis]
KAG2379316.1,Naegleria lovaniensis,Naegleria,7.10E-66,219.5,0,hypothetical protein C9374_007455 [Naegleria lovaniensis]
KAG2379438.1,Naegleria lovaniensis,Naegleria,1.40E-64,215.3,0.1,hypothetical protein C9374_006555 [Naegleria lovaniensis]
KAG2373806.1,Naegleria lovaniensis,Naegleria,1.90E-62,208.3,0,hypothetical protein C9374_011691 [Naegleria lovaniensis]
KAG2388023.1,Naegleria lovaniensis,Naegleria,2.60E-57,191.3,0,hypothetical protein C9374_000873 [Naegleria lovaniensis]
KAG2375091.1,Naegleria lovaniensis,Naegleria,4.00E-52,174.3,0.3,hypothetical protein C9374_010095 [Naegleria lovaniensis]
KAG2385774.1,Naegleria lovaniensis,Naegleria,2.60E-50,168.2,0,hypothetical protein C9374_002923 [Naegleria lovaniensis]
KAG2389097.1,Naegleria lovaniensis,Naegleria,1.30E-45,152.8,0,hypothetical protein C9374_014497 [Naegleria lovaniensis]
KAG2372826.1,Naegleria lovaniensis,Naegleria,9.50E-43,143.4,0,hypothetical protein C9374_013106 [Naegleria lovaniensis]
KAG2374283.1,Naegleria lovaniensis,Naegleria,6.10E-42,140.7,0,hypothetical protein C9374_010853 [Naegleria lovaniensis]
KAG2377987.1,Naegleria lovaniensis,Naegleria,2.80E-38,128.7,0.1,hypothetical protein C9374_008609 [Naegleria lovaniensis]
KAG2373429.1,Naegleria lovaniensis,Naegleria,7.90E-37,123.9,0,hypothetical protein C9374_012168 [Naegleria lovaniensis]
KAG2372866.1,Naegleria lovaniensis,Naegleria,1.60E-35,119.5,0,hypothetical protein C9374_013073 [Naegleria lovaniensis]
KAG2386521.1,Naegleria lovaniensis,Naegleria,1.50E-33,113.1,0.9,hypothetical protein C9374_002265 [Naegleria lovaniensis]
KAG2388130.1,Naegleria lovaniensis,Naegleria,3.40E-30,102,0,hypothetical protein C9374_000980 [Naegleria lovaniensis]
KAG2389357.1,Naegleria lovaniensis,Naegleria,1.00E-28,97.1,0.5,hypothetical protein C9374_013917 [Naegleria lovaniensis]
KAG2381312.1,Naegleria lovaniensis,Naegleria,1.20E-13,47.5,0,hypothetical protein C9374_006301 [Naegleria lovaniensis]
KAG2379017.1,Naegleria lovaniensis,Naegleria,2.10E-09,33.5,0.2,hypothetical protein C9374_007655 [Naegleria lovaniensis]
KAG2386727.1,Naegleria lovaniensis,Naegleria,2.70E-07,26.5,0,hypothetical protein C9374_002471 [Naegleria lovaniensis]
KAG2381660.1,Naegleria lovaniensis,Naegleria,0.00045,15.9,0,hypothetical protein C9374_006044 [Naegleria lovaniensis]
KAG2392672.1,Naegleria lovaniensis,Naegleria,0.0016,14.1,0,hypothetical protein C9374_011397 [Naegleria lovaniensis]
KAG5511715.1,Porcisia hertigi,Porcisia,3.40E-91,303,0,hypothetical protein JKF63_07313 [Porcisia hertigi]
KAG5511716.1,Porcisia hertigi,Porcisia,3.40E-91,303,0,hypothetical protein JKF63_07314 [Porcisia hertigi]
KAG5511717.1,Porcisia hertigi,Porcisia,3.40E-91,303,0,hypothetical protein JKF63_07315 [Porcisia hertigi]
KAG5511718.1,Porcisia hertigi,Porcisia,3.40E-91,303,0,hypothetical protein JKF63_07316 [Porcisia hertigi]
KAG5511719.1,Porcisia hertigi,Porcisia,3.40E-91,303,0,hypothetical protein JKF63_07317 [Porcisia hertigi]
KAG5511714.1,Porcisia hertigi,Porcisia,5.00E-90,299.1,0,hypothetical protein JKF63_07312 [Porcisia hertigi]
KAG5511725.1,Porcisia hertigi,Porcisia,5.90E-83,275.8,0,hypothetical protein JKF63_07323 [Porcisia hertigi]
KAG5509578.1,Porcisia hertigi,Porcisia,4.80E-49,164.1,0,hypothetical protein JKF63_06283 [Porcisia hertigi]
KAG5490218.1,Porcisia hertigi,Porcisia,8.00E-38,127.1,0,hypothetical protein JKF63_00337 [Porcisia hertigi]
KAG5507084.1,Porcisia hertigi,Porcisia,1.90E-33,112.7,0,hypothetical protein JKF63_05830 [Porcisia hertigi]
KAG5509154.1,Porcisia hertigi,Porcisia,8.20E-23,77.7,0.1,hypothetical protein JKF63_06163 [Porcisia hertigi]
KAG5494105.1,Porcisia hertigi,Porcisia,8.40E-07,24.9,0.2,hypothetical protein JKF63_01940 [Porcisia hertigi]
KAG5505663.1,Porcisia hertigi,Porcisia,0.00089,15,0,hypothetical protein JKF63_04998 [Porcisia hertigi]
KAG5499427.1,Porcisia hertigi,Porcisia,0.0056,12.3,0,hypothetical protein JKF63_07990 [Porcisia hertigi]
EPY23296.1,Strigomonas culicis,Strigomonas,1.30E-89,297.7,0.1,"actin, other eukaryote [Strigomonas culicis]"
EPY26331.1,Strigomonas culicis,Strigomonas,1.30E-89,297.7,0.1,"actin, other eukaryote [Strigomonas culicis]"
EPY26673.1,Strigomonas culicis,Strigomonas,1.30E-89,297.7,0.1,"actin, other eukaryote [Strigomonas culicis]"
EPY29418.1,Strigomonas culicis,Strigomonas,1.30E-89,297.7,0.1,"actin, other eukaryote [Strigomonas culicis]"
EPY35174.1,Strigomonas culicis,Strigomonas,5.00E-29,98.1,0,"actin, other eukaryote [Strigomonas culicis]"
ABF58730.1,Trypanosoma brucei,Trypanosoma,3.90E-166,549.9,0,actin-related protein 3 [Trypanosoma brucei]
AAA30151.1,Trypanosoma brucei,Trypanosoma,2.00E-88,293.8,0,actin [Trypanosoma brucei]
AAA30152.1,Trypanosoma brucei,Trypanosoma,7.00E-88,292.1,0,actin [Trypanosoma brucei]
ABF58729.1,Trypanosoma brucei,Trypanosoma,6.20E-59,196.7,0,actin-related protein 2 [Trypanosoma brucei]
ABF58710.1,Trypanosoma brucei,Trypanosoma,5.70E-45,150.7,0,actin-like protein 2 [Trypanosoma brucei]
ABF58709.1,Trypanosoma brucei,Trypanosoma,1.10E-43,146.5,0,ALP3 [Trypanosoma brucei]
ABF58713.1,Trypanosoma brucei,Trypanosoma,3.50E-25,85.5,0,ALP5 [Trypanosoma brucei]
AAX79472.1,Trypanosoma brucei,Trypanosoma,5.10E-06,22.3,0.3,"actin-like protein, putative [Trypanosoma brucei]"
ABF58712.1,Trypanosoma brucei,Trypanosoma,5.10E-06,22.3,0.3,ALP6 [Trypanosoma brucei]
